;de1;en
102;Insofern Leben ohnehin unausweichlich und natürlicherweise vom Tod beschlossen wird, kann sein Ende allerdings immer vorausgesagt werden.;"He is a “bourgeois” with all the outer aspect of respectability, all the habits of a good paterfamilias who does not betray his wife and anxiously seeks to secure a decent future for his children; and he has consciously built up his newest terror organization, covering the whole country, on the assumption that most people are not Bohemians nor fanatics, nor adventurers, nor sex maniacs, nor sadists, but, first and foremost jobholders, and good family men.  "
103;Der natürliche Weg ist immer der Weg des Untergangs, und eine Gesellschaft, die sich blind der Notwendigkeit der in ihr selbst beschlossenen Gesetze anheimgibt, kann immer nur untergehen.;
104;Propheten sind notwendigerweise immer Unglückspropheten, weil die Katastrophe immer vorausgesagt werden kann.;It was Péguy, I believe, who called the family man the “grand aventurier du 20e siècle.”
105;Das Wunder ist immer die Rettung und nicht der Untergang;He died too soon to learn that he was also the great criminal of the century.
106;denn nur die Rettung, und nicht der Untergang, hängt von der Freiheit des Menschen ab und seiner Kapazität, die Welt und ihren natürlichen Ablauf zu ändern.;We had been so accustomed to admire or gently ridicule the family man’s kind concern and earnest concentration on the welfare of his family, his solemn determination to make life easy for his wife and children, that we hardly noticed how the devoted paterfamilias, worried about nothing so much as his security, was transformed under the pressure of the chaotic economic conditions of our time into an involuntary adventurer, who for all his industry and care could never be certain what the next day would bring.
107;Der in Kafkas wie unserer Zeit so verbreitete Wahn, daß es die Aufgabe des Menschen sei, sich einem von gleich welchen Mächten vorherbestimmten Prozeß zu unterwerfen, kann den natürlichen Untergang nur beschleunigen, weil in solchem Wahn der Mensch mit seiner Freiheit der Natur und ihrer Untergangstendenz gleichsam zu Hilfe kommt.;The docility of this type was already manifest in the very early period of Nazi “Gleichschaltung.”
108;Die Worte des Gefängniskaplans im Prozeß enthüllen die geheime Theologie und den innersten Glauben der Beamten als Glauben in Notwendigkeit überhaupt, und die Beamten sind letztlich die Funktionäre der Notwendigkeit - als ob es der Funktionäre überhaupt bedürfte, um den Untergang und das Verderben zum Funktionieren     zu bringen.;It became clear that for the sake of his pension, his life insurance, the security of his wife and children, such a man was ready to sacrifice his beliefs, his honor, and his human dignity.
109;Als Funktionär der Notwendigkeit wird der Mensch der höchst überflüssige Funktionär des natürlichen Gesetzes des Vergehens, und da er mehr als Natur ist, erniedrigt er sich dadurch zum Werkzeug aktiver Zerstörung.;It needed only the Satanic genius of Himmler to discover that after such degradation he was entirely prepared to do literally anything when the ante was raised and the bare existence of his family was threatened.
110;Denn so sicher wie ein von Menschen nach menschlichen Gesetzen erbautes Haus verfallen wird, sobald der Mensch es verläßt und seinem natürlichen Schicksal überläßt, so sicher wird die von Menschen erbaute und nach menschlichen Gesetzen funktionierende Welt wieder ein Teil der Natur werden und ihrem katastrophalen Untergang anheimgegeben sein, wenn der Mensch beschließt, selbst wieder ein Teil der Natur zu werden - ein blindes aber mit höchster Präzision arbeitendes Werkzeug der Naturgesetze.;The only condition he put was that he should be fully exempted from responsibility for his acts.
111;Für diesen Sachzusammenhang ist es verhältnismäßig gleichgültig, ob der notwendigkeitsbesessene Mensch an Untergang glaubt oder an Fortschritt.;Thus that very person, the average German, whom the Nazis notwithstanding years of the most furious propaganda could not induce to kill a Jew on his own account (not even when they made it quite clear that such a murder would go unpunished) now serves the machine of destruction without opposition.
112;Wäre Fortschritt wirklich »notwendig«, wirklich ein unvermeidliches, übermenschliches Gesetz, welches alle Zeiten unserer Geschichte gleichermaßen umspannt, und in dessen Netz die Menschheit unentrinnbar gefangen ist, dann könnte man allerdings die Macht und den Gang des Fortschritts nicht besser und exakter beschreiben als in den folgenden Zeilen aus Walter Benjamins Geschichtsphilosophischen Thesen Die »geschichtsphilosophischen Thesen« sind das letzte Werk des Schriftstellers Walter Benjamin, der 1940 an der spanisch-französischen Grenze auf seinem Wege in die zweite Emigration nach Amerika in den Selbstmord getrieben wurde.:;"In contrast to the earlier units of the SS men and Gestapo, Himmler’s over-all organization relies not on fanatics, nor on congenital murderers, nor on sadists; it relies entirely upon the normality of jobholders and family men.  "
113;»Der Engel der Geschichte... hat das Antlitz der Vergangenheit zugewendet.;We need not specially mention the sorry reports about Latvians, Lithuanians, or even Jews who have participated in Himmler’s murder organization in order to show that it requires no particular national character in order to supply this new type of functionary.
114;Wo eine Kette von Begebenheiten vor uns erscheint, da sieht er eine einzige Katastrophe, die unablässig Trümmer auf Trümmer häuft und sie ihm vor die Füße schleudert.;They are not even all natural murderers or traitors out of perversity.
115;Er möchte wohl verweilen, die Toten wecken und das Zerschlagene zusammenfügen.;It is not even certain that they would do the work if it were only their own lives and future that were at stake.
116;Aber ein Sturm weht vom Paradiese her, der sich in seinen Flügeln verfangen hat und so stark ist, daß der Engel sie nicht mehr schließen kann.;They felt (after they no longer needed to fear God, their conscience cleared through the bureaucratic organization of their acts) only the responsibility toward their own families.
117;Dieser Sturm treibt unaufhaltsam in die Zukunft, der er den Rücken kehrt, während der Trümmerhaufen vor ihm zum Himmel wächst.;The transformation of the family man from a responsible member of society, interested in all public affairs, to a “bourgeois” concerned only with his private existence and knowing no civic virtue, is an international modern phenomenon.
118;Das, was wir den Fortschritt nennen, ist dieser Sturm.;The exigencies of our time-“bedenkt den Hunger und die grosse Kaelte in diesem Tale, das von Jammer schallt” (Brecht)-can at any moment transform him into the mob man and make him the instrument of whatsoever madness and horror.
119;Vielleicht ist der beste Beweis dafür, daß Kafka nicht in die Reihe der neueren Weissager gehört, die Tatsache, daß uns beim Lesen seiner grauenhaftesten und grausamsten Geschichten, die doch alle von der Wirklichkeit inzwischen erfüllt wenn nicht übertroffen worden sind, immer noch das Gefühl der Unwirklichkeit überkommt.;Each time society, through unemployment, frustrates the small man in his normal functioning and normal self-respect, it trains him for that last stage in which he will willingly undertake any function, even that of hangman.
120;Da sind seine Helden, die oft nicht einmal einen Namen haben, sondern nur mit Anfangsbuchstaben geführt werden.;A Jew released from Buchenwald once discovered among the SS men who gave him the certificates of release a former schoolmate, whom he did not address but yet stared at.
121;"Aber selbst wenn diese verführerische Anonymität nur dem Zufall der Unvollendetheit der Erzählungen geschuldet wäre -, diese Helden sind keinesfalls wirkliche Menschen, Personen, die wir in der wirklichen Welt treffen könnten;";Spontaneously the man stared at remarked: You must understand, I have five years of unemployment behind me.
122;trotz eingehender Schilderungen fehlen ihnen gerade jene einzelnen und einmaligen Eigenschaften, jene kleinen und oft überflüssigen Charakterzüge, die alle zusammen erst einen wirklichen Menschen ausmachen.;They can do anything they want with me.  
123;"Sie bewegen sich in einer Gesellschaft, in der jedem eine ganz bestimmte Rolle zugewiesen wird, in der jeder durch seinen Beruf gewissermaßen definiert ist; und sie unterscheiden sich von dieser Gesellschaft und nehmen die zentrale Stelle in der Handlung nur dadurch ein, daß sie keinen bestimmten Platz in dieser Welt der Berufstätigen haben, daß ihre Rolle schlechthin unbestimmbar ist.";It is true that the development of this modern type of man, who is the exact opposite of the “citoyen” and whom for lack of a better name we have called the “bourgeois,” enjoyed particularly favorable conditions in Germany.
124;Dies aber heißt, daß auch die Nebenpersonen nicht wirkliche Menschen sind.;Hardly another country of Occidental culture was so little imbued with the classic virtues of civic behavior.
125;Mit Realität im Sinne der realistischen Romane haben diese Erzählungen nichts zu tun.;In no other country did private life and private calculations play so great a role.
126;Wenn die Kafkasche Welt auf diesen der äußeren Wirklichkeit abgelauschten Realitätscharakter des realistischen Romans gänzlich verzichtet, so verzichtet sie vielleicht noch radikaler auf jenen der inneren Wirklichkeit abgelauschten Realitätscharakter des psychologischen Romans.;This is a fact which the Germans in time of national emergency disguised with great success, but never altered.
127;"Die Menschen, unter denen sich die Kafkaschen Helden bewegen, haben keine psychologischen Eigenschaften, weil sie außerhalb ihrer Rollen, außerhalb ihrer Stellungen und Berufe gar nicht existieren; und seine Helden haben keine psychologisch definierbaren Eigenschaften, weil sie von ihrem jeweiligen Vorhaben - dem Gewinnen eines Prozesses, der Erreichung von Aufenthalts- und Arbeitserlaubnis und so weiter - vollkommen und bis zum Rande ihrer Seele ausgefüllt sind.";Behind the facade of proclaimed and propagandized national virtues, such as “love of the Fatherland,” “German courage,” “German loyalty,” etc., there lurked corresponding real national vices.
128;Diese eigenschaftslose Abstraktheit der Kafkaschen Menschen kann leicht verführen, sie für Exponenten von Ideen, für Repräsentanten von Meinungen zu halten, und alle zeitgenössischen Versuche, in das Kafkasche Werk eine Theologie hineinzuinterpretieren, hängen faktisch mit diesem Mißverständnis zusammen.;"There is hardly another country where on the average there is so little patriotism as Germany; and behind the chauvinistic claims of loyalty and courage, a fatal tendency to disloyalty and betrayal for opportunistic reasons is hidden.  "
129;Sieht man sich demgegenüber die Kafkasche Romanwelt unbefangen und ohne vorgefaßte Meinungen an, so wird schnell klar, daß seine Personen gar nicht die Zeit und gar nicht die Möglichkeit haben, individuelle Eigenschaften auszubilden.;"The mob man, however, the end-result of the “bourgeois,” is an international phenomenon; and we would do well not to submit him to too many temptations in the blind faith that only the German mob man is capable of such frightful deeds."
130;"Wenn sich zum Beispiel in Amerika die Frage erhebt, ob der Oberportier des Hotels nicht vielleicht den Helden mit einer anderen Person versehentlich verwechselt hat, so lehnt der Portier diese Möglichkeit mit der Begründung ab, daß, könnte er Leute miteinander verwechseln, er ja nicht mehr Oberportier bleiben könne;";What we have called the “bourgeois” is the modern man of the masses, not in his exalted moments of collective excitement, but in the security (today one should say the insecurity) of his own private domain.
131;sein Beruf besteht ja gerade darin, Menschen nicht miteinander zu verwechseln.;He has driven the dichotomy of private and public functions, of family and occupation, so far that he can no longer find in his own person any connection between the two.
132;Die Alternative ist ganz klar:;When his occupation forces him to murder people he does not regard himself as a murderer because he has not done it out of inclination but in his professional capacity.
133;entweder ist er ein Mensch, behaftet mit der Fehlbarkeit menschlicher Wahrnehmung und Erkenntnis, oder er ist ein Oberportier und hat dann zum mindesten eine Art übermenschlicher Vollkommenheit in dieser seiner Funktion zu prätendieren.;Out of sheer passion he would never do harm to a fly.  
134;Angestellte, die die Gesellschaft zwingt, mit der Präzision der Unfehlbarkeit zu arbeiten, werden darum noch nicht unfehlbar.;If we tell a member of this new occupational class which our time has produced that he is being held to account for what he did, he will feel nothing except that he has been betrayed.
135;"Kafkas Beamte, Angestellte, Arbeiter und Funktionäre sind weit davon entfernt, unfehlbar zu sein;";But if in the shock of the catastrophe he really becomes conscious that in fact he was not only a functionary but also a murderer, then his way out will not be that of rebellion, but suicide-just as so many have already chosen the way of suicide in Germany, where it is plain that there has been one wave of self-destruction after another.
136;aber sie alle handeln unter der Voraussetzung einer übermenschlichen universal-kompetenten Tüchtigkeit.  ;And that too would be of little use to us.   
137;Der Unterschied zwischen der Kafkaschen und der üblichen Romantechnik besteht darin, daß Kafka den ursprünglichen Konflikt eines Funktionärs zwischen seiner Privatexistenz und seiner Funktion nicht mehr beschreibt, daß er sich nicht mehr dabei aufhält zu erzählen, wie das Amt das Privatleben des Betreffenden und Betroffenen aufgefressen hat, oder wie seine private Existenz, seine Familie zum Beispiel, ihn gezwungen hat, unmenschlich zu werden und sich mit seiner Funktion permanent so zu identifizieren, wie sonst nur der Schauspieler sich mit seiner Rolle identifiziert für die kurze Dauer des Spiels.;IV 
138;Kafka konfrontiert uns sofort mit dem Ergebnis einer solchen Entwicklung, denn nur das Ergebnis ist für ihn relevant.;It is many years now that we meet Germans who declare that they are ashamed of being Germans.
139;Das Vorgeben einer universalen Kompetenz, der Schein einer übermenschlichen Tüchtigkeit ist der verborgene Motor, der die Maschinerie der Vernichtung, in welcher Kafkas Helden gefangen sind, bedient und für den reibungslosen Ablauf des in sich Sinnlosen verantwortlich ist.;I have often felt tempted to answer that I am ashamed of being human.
140;Das Hauptthema der Kafkaschen Romane ist der Konflikt zwischen einer Welt, die in der Form einer solchen reibungslos funktionierenden Maschinerie dargestellt ist, und einem Helden, der versucht, sie zu zerstören.;This elemental shame, which many people of the most various nationalities share with one another today, is what finally is left of our sense of international solidarity, and it has not yet found an adequate political expression.
141;Diese Helden wiederum sind nicht einfach Menschen, wie wir ihnen täglich in der Welt begegnen, sondern variierende Modelle eines Menschen überhaupt, dessen einzig unterscheidende Qualität eine unbeirrbare Konzentration auf allgemeinst;"Our fathers’ enchantment with humanity was of a sort which not only light-mindedly ignored the national question; what is far worse, it did not even conceive of the terror of the idea of humanity and of the Judeo-Christian faith in the unitary origin of the human race."
142;Menschliches ist.;It was not very pleasant even when we had to bury our false illusions about “the noble savage,” having discovered that men were capable of being cannibals.
143;Seine Funktion in der Romanhandlung ist immer die gleiche: er entdeckt, daß die Welt und Gesellschaft der Normalität faktisch anormal sind, daß die Urteile der von allen akzeptierten Wohlanständigen faktisch verrückt sind, und daß die Handlungen, welche den Regeln dieses Spiels konform gehen, faktisch alle ruinieren.;Since then peoples have learned to know one another better and learned more and more about the evil potentialities in men.
144;Der Antrieb der Kafkaschen Helden sind nicht irgendwelche revolutionäre Überzeugungen;The result has been that they have recoiled more and more from the idea of humanity and become more susceptible to the doctrine of race, which denies the very possibility of a common humanity.
145;er ist einzig und allein der gute Wille, der, fast ohne es zu wissen oder zu wollen, die geheimen Strukturen dieser Welt bloßlegt.  ;They instinctively felt that the idea of humanity, whether it appears in a religious or humanistic form, implies the obligation of a general responsibility which they do not wish to assume.
146;Der Effekt von Unwirklichkeit und Neuartigkeit in der Kafkaschen Kunst des Erzählens ist hauptsächlich seinem Interesse an diesen verdeckten Strukturen und seiner radikalen Desinteressiertheit an den Fassaden, an den Aspekten und dem rein Phänomenalen der Welt geschuldet.;For the idea of humanity, when purged of all sentimentality, has the very serious consequence that in one form or another men must assume responsibility for all crimes committed by men and that all nations share the onus of evil committed by all others.
147;Es ist darum ganz falsch, Kafka zu den Surrealisten zu zählen.;Shame at being a human being is the purely individual and still non-political expression of this insight.  
148;Während der Surrealist versucht, so viele und widersprechende Aspekte und Ansichten der Wirklichkeit als möglich zu zeigen, erfindet Kafka solche Aspekte völlig frei, verläßt sich hier nie auf die Wirklichkeit, weil sein eigentliches Anliegen nicht Wirklichkeit, sondern Wahrheit ist.;"In political terms, the idea of humanity, excluding no people and assigning a monopoly of guilt to no one, is the only guarantee that one “superior race” after another may not feel obligated to follow the “natural law” of the right of the powerful, and exterminate “inferior races unworthy of survival”; so that at the end of an “imperialistic age” we should find ourselves in a stage which would make the Nazis look like crude precursors of future political methods."
149;Im Gegensatz zu der bei allen Surrealisten so beliebten Technik der Photomontage könnte man Kafkas Technik noch am ehesten mit der Konstruktion von Modellen vergleichen.;To follow a non-imperialistic policy and maintain a non-racist faith becomes daily more difficult because it becomes daily clearer how great a burden mankind is for man.  
150;So wie ein Mann, der ein Haus bauen oder eines Hauses Stabilität beurteilen will, sich einen Grundriß des Gebäudes anfertigen wird, so konstruiert sich Kafka gleichsam die Grundrisse der bestehenden Welt.;Perhaps those Jews, to whose forefathers we owe the first conception of the idea of humanity, knew something about that burden when each year they used to say “Our Father and King, we have sinned before you,” taking not only the sins of their own community but all human offenses upon themselves.
151;Mit einem wirklichen Haus verglichen ist sein Grundriß natürlich etwas sehr »Unwirkliches«;Those who today are ready to follow this road in a modern version do not content themselves with the hypocritical confession, “God be thanked, I am not like that,” in horror at the undreamed-of potentialities of the German national character.
152;aber ohne ihn hätte man das Haus nicht bauen können, ohne ihn kann man die Grundmauern und Pfeiler nicht erkennen, die allein ihm in der wirklichen Welt Bestand verleihen.;Rather, in fear and trembling, have they finally realized of what man is capable-and this is indeed the precondition of any modern political thinking.
153;Aus diesem von der Wirklichkeit her konstruierten Grundriß, dessen Auffindung natürlich sehr viel eher das Ergebnis eines Denkprozesses als einer Sinneserfahrung ist, baut Kafka seine Modelle.;Such persons will not serve very well as functionaries of vengeance.
154;Zu ihrem Verständnis bedarf der Leser der gleichen Einbildungskraft, die am Werke war, als sie entstanden, und er kann dies Verständnis aus der Einbildungskraft her leisten, weil es sich hier nicht um freie Phantasie, sondern um Resultate des Denkens selbst handelt, die als Elemente für die Kafkaschen Konstruktionen benutzt werden.;This, however, is certain: Upon them and only upon them, who are filled with a genuine fear of the inescapable guilt of the human race, can there be any reliance when it comes to fighting fearlessly, uncompromisingly, everywhere against the incalculable evil that men are capable of bringing about.     
155;Zum ersten Male in der Geschichte der Literatur verlangt ein Künstler von seinem Leser das Wirken der gleichen Aktivität, die ihn und sein Werk trägt.;
156;Und diese ist nichts anderes als jene Einbildungskraft, die nach Kant »sehr mächtig (ist) in Schaffung gleichsam einer anderen Natur aus dem Stoffe, den ihr die wirkliche gibt«.;
157;So können auch Grundrisse nur von denen verstanden werden, die fähig und willens sind, sich die Absichten des Architekten und die zukünftigen Aspekte des Gebäudes lebendig vorzustellen.;
158;Es ist diese Anstrengung einer realen Einbildungskraft, die Kafka überall vom Leser verlangt.;
159;Deshalb kann der rein passive Leser, wie er von der Tradition des Romans erzogen und gebildet wurde, und dessen einzige Aktivität in der Identifikation mit einer der Romanfiguren besteht, mit Kafka so wenig anfangen.;
160;Das gleiche gilt für den neugierigen Leser, der aus Enttäuschung über sein eigenes Leben;
161;Umschau hält nach einer Ersatzwelt, in der Dinge geschehen, die in seinem Leben durchaus nicht vorkommen wollen, oder aus echter Wissensbegierde nach Belehrung ausschaut.;
162;Kafkas Erzählungen werden ihn noch mehr enttäuschen als sein eigenes Leben;
163;sie enthalten keinerlei Elemente von Tagträumen, und sie bieten weder Rat, noch Belehrung, noch Trost.;
164;Nur der Leser, der, aus welchen Gründen und in welcher Unbestimmtheit auch immer, selbst auf der Suche nach Wahrheit ist, wird mit Kafka und seinen Modellen etwas anzufangen wissen, und er wird dankbar sein, wenn manchmal auf einer einzigen Seite oder sogar in einem einzigen Satz plötzlich die nackte Struktur ganz banaler Ereignisse sichtbar wird.;
165;Charakteristisch für diese abstrahierende und nur das Wesentliche bestehenlassende Kunst ist die folgende kleine Erzählung, die noch dazu von einer besonders einfachen und häufigen Begebenheit handelt:   ;
166;Eine alltägliche Verwirrung Ein alltäglicher Vorgang: sein Ertragen eine alltägliche Verwirrung.;
167;A. hat mit B. aus H. ein wichtiges Geschäft abzuschließen.;
168;Er geht zur Vorbesprechung nach H., legt den Hin- und Herweg in je zehn Minuten zurück und rühmt sich zu Hause dieser besonderen Schnelligkeit.;
169;Am nächsten Tag geht er wieder nach H., diesmal zum endgültigen Geschäftsabschluß.;
170;Da dieser voraussichtlich mehrere Stunden erfordern wird, geht A. sehr früh morgens fort.;
171;Obwohl aber alle Nebenumstände, wenigstens nach A.s Meinung, völlig die gleichen sind wie am Vortag, braucht er diesmal zum Weg nach H. zehn Stunden.;
172;Als er dort ermüdet abends ankommt, sagt man ihm, daß B., ärgerlich wegen A.s Ausbleiben, vor einer halben Stunde zu A. in sein Dorf gegangen sei und sie sich eigentlich unterwegs hätten treffen müssen.;
173;Man rät A. zu warten.;
174;"A. aber in Angst wegen des Geschäftes macht sich sofort auf und eilt nach Hause. 	";
175;Diesmal legt er den Weg, ohne besonders darauf zu achten, geradezu in einem Augenblick zurück.;
176;Zu Hause erfährt er, B. sei doch schon gleich früh gekommen - gleich nach dem Weggang A.s, ja er habe A. im Haustor getroffen, ihn an das Geschäft erinnert, aber A. habe gesagt, er habe jetzt keine Zeit, er müsse jetzt eiligst fort.;
177;Trotz dieses unverständlichen Verhaltens A.s sei aber B. doch hier geblieben, um auf A. zu warten.;
178;Er habe zwar schon oft gefragt, ob A. nicht schon wieder zurück sei, befinde sich aber noch oben in A.s Zimmer.;
179;Glücklich darüber, B. jetzt noch zu sprechen und ihm alles erklären zu können, läuft A. die Treppe hinauf.;
180;Schon ist er fast oben, da stolpert er, erleidet eine Sehnenzerrung und fast ohnmächtig vor Schmerz, unfähig sogar zu schreien, nur winselnd im Dunkel hört er, wie B. - undeutlich ob in großer Ferne oder knapp neben ihm - wütend die Treppe hinunterstampft und endgültig verschwindet.  ;
181;Kafkas Konstruktionstechnik ist hier fast überdeutlich.;
182;Da sind erst einmal alle wesentlichen Faktoren, die gewöhnlich bei mißglückten Verabredungen ins Spiel kommen:;
183;"Übereifer — A. geht zu früh fort und ist dennoch so hastig, daß er B. auf der Treppe übersieht;";
184;"Ungeduld — A. wird der Weg ungeheuer lang, was zur Folge hat, daß er sich um den Weg mehr kümmert als um sein Ziel, nämlich B. zu treffen;";
185;"Angst und Nervosität — was A. zu der unbedachten Überaktivität des Rückwegs verleitet, wo er doch ruhig die Rückkehr des B. hätte abwarten können;";
186;all dies bereitet schließlich jene wohl bekannte Tücke des Objekts vor, die vollkommenes Mißlingen immer begleitet, und das endgültige Zerfallen des Verärgerten mit der Welt überhaupt anzeigt und besiegelt.;
187;Aus diesen allgemeinen Faktoren, und nicht eigentlich aus dem Erlebnis eines spezifischen Ereignisses, konstruiert Kafka die Begebenheit.;
188;Da keine Wirklichkeit gleichsam mildernd der Konstruktion im Wege steht, können die einzelnen Elemente die ihnen innewohnende komisch-gigantische Größe annehmen, so daß auf den ersten Blick die Geschichte sich wie eine jener phantastischen Münchhausen-Geschichten liest, die Seeleute einander zu erzählen lieben.;
189;Der Eindruck der Übertreibung verschwindet erst, wenn wir die Geschichte nicht mehr als Report einer wirklichen Begebenheit lesen, nicht als den Bericht über irgend ein Ereignis, das durch Verwirrung zustande kam, sondern als das Modell der Verwirrung selbst, dessen grandiose Logik unsere eigenen begrenzten Erfahrungen mit verwirrten Ereignissen gleichsam verzweifelt nachzuahmen versuchen.;
190;Diese überaus kühne Umkehrung von Vorbild und Nachahmung, in der, einer jahrtausendalten Tradition zum Trotz, das Gedichtete plötzlich als Vorbild und die Realität als die zur Rechenschaft gezogene Nachahmung erscheint, ist eine der wesentlichen Quellen des Kafkaschen Humors und macht auch diese Geschichte so unbeschreiblich erheiternd, daß sie einen fast über alle bereits verfehlten und noch zu verfehlenden Verabredungen im Leben hinwegzutrösten vermag.;
191;Denn Kafkas Lachen ist ein unmittelbarer Ausdruck jener menschlichen Freiheit und Unbekümmertheit, die versteht, daß der Mensch mehr ist als sein Scheitern, schon weil er sich eine Verwirrung ausdenken kann, die verwirrter ist als alle wirkliche Konfusion.    ;
192;Aus dem Gesagten dürfte klar sein, daß der Erzähler Kafka kein Romancier im Sinne des klassischen Romans des 19. Jahrhunderts ist.;
193;Die Grundlage des klassischen Romans war ein Lebensgefühl, das die Welt und die Gesellschaft grundsätzlich akzeptierte, das sich dem Leben, so wie es gegeben war, unterwarf und das die Größe des Schicksals als Jenseits von Gut und Böse empfand.;
194;Die Entwicklung des klassischen Romans entsprach dem langsamen Niedergang des citoyen, der in der Französischen Revolution und in der Kantschen Philosophie zum ersten Mal versucht hatte, die Welt mit von Menschen erfundenen Gesetzen zu regieren.;
195;Seine Blüte war begleitet von der vollen Entfaltung des bürgerlichen Individuums, das die Welt und das Leben als einen Schauplatz von Ereignissen betrachtete und das mehr Sensationen und Geschehnisse zu »erleben« wünschte, als der gewöhnlich enge und gesicherte Rahmen seines eigenen Lebens ihm bieten konnte.;
196;Alle diese Romanciers, ob sie realistisch die Welt abmalten oder phantastisch sich andere Welten erträumten, standen in ständiger Konkurrenz mit der Wirklichkeit.;
197;Dieser klassische Roman hat heute in einer besonders in Amerika außerordentlich hoch entwickelten Form des Reportage-Romans geendet, was nur konsequent ist, wenn man bedenkt, daß mit der Realität heutiger Ereignisse und Schicksale wohl keine Phantasie mehr in Konkurrenz zu treten vermag.;
198;Das Pendant zu der ruhigen Sekurität der bürgerlichen Welt, in welcher das Individuum dem Leben seinen ihm zukommenden Anteil abverlangte und dennoch nie ganz genug bekommen konnte an Ereignissen und Sensationen, waren die großen Männer, die Genies und die Ausnahmen, die in den Augen der gleichen bürgerlichen Individuen die herrliche und geheimnisvolle Inkarnation von etwas Übermenschlichem repräsentierten, das man »Schicksal« nennen konnte, wie im Falle Napoleons, oder »Geschichte«, wie im Falle Hegels, oder den Willen Gottes, wie im Falle Kierkegaards, der behauptete, Gott habe an ihm ein Exempel statuieren wollen, oder     »Notwendigkeit«, wie im Falle Nietzsches, der sich »eine Notwendigkeit« nannte.;
199;Die höchste Sensation des Erlebnis-Hungrigen war das Erlebnis des Schicksals selber, und der höchste Typus des Menschen war daher der Mensch, der ein Schicksal, eine Mission, eine Berufung hatte, der er nur diente, beziehungsweise deren Vollzug er war.;
200;Groß war daher nicht mehr eigentlich ein Werk oder eine Leistung;
201;groß wurde der Mensch selbst, nämlich als Inkarnation von etwas Übermenschlichem.;
202;"Genie war nicht mehr eine Gabe der Götter, verliehen an Menschen, die doch deshalb immer noch menschlich blieben;";
203;die gesamte Person wurde eine einzige Verkörperung von Genie und konnte daher nicht länger ein gewöhnlicher Sterblicher sein.;
204;Daß diese Vorstellung vom Genie als einer Art übermenschlichen Monsters durchaus dem 19. Jahrhundert und keiner früheren Epoche eigen war, kann man noch deutlich in Kants Definition des Genies sehen.;
205;"Für ihn ist Genie die Gabe, durch die »Natur der Kunst die Regel vorschreibt«;";
206;"man kann mit dieser Naturkonzeption heute streiten, und man mag meinen, daß im Genie die Menschheit selbst der »Kunst die Regel vorschreibt«;";
207;wesentlich ist hier nur, daß in dieser Definition des 18. Jahrhunderts noch nichts von der leeren Größe, die unmittelbar nach Kant in der Romantik bereits ihr Unwesen trieb, zu spüren ist.;
208;Was Kafka persönlich so modern und zu gleicher Zeit so fremdartig unter seinen Zeitgenossen und in seinem Milieu der Prager und Wiener Literaten erscheinen läßt, ist gerade, daß er so offensichtlich nicht ein Genie oder die Verkörperung irgendeiner objektiven Größe sein wollte und daß er andererseits so leidenschaftlich sich weigerte, sich irgendwelchem Schicksal einfach zu unterwerfen.;
209;Er war in keiner Weise mehr in die Welt verliebt, so wie sie uns gegeben ist, und selbst von der Natur meinte er, daß ihre Überlegenheit über den Menschen nur so lange bestehe, »als ich Euch in Ruhe lasse«.;
210;Ihm ging es um eine mögliche, von Menschen erbaute Welt, in der des Menschen Handlungen von nichts abhängen als von ihm selbst, seiner eigenen Spontaneität, und in der die menschliche Gesellschaft durch von Menschen vorgeschriebene Gesetze regiert wird, und nicht durch geheimnisvolle Mächte, gleich ob sie als höhere oder niedere Mächte interpretiert werden.;
211;Und in einer solchen, nicht mehr erträumten, sondern unmittelbar zu konstruierenden Welt wollte er, Kafka, bei Leibe keine Ausnahme sein, sondern ein Mitbürger, ein »Gemeindemitglied«.;
212;Dies heißt natürlich nicht, daß er, wie manchmal angenommen wird, bescheiden gewesen sei.;
213;Immerhin hat er einmal in seine Tagebücher mit echtem Erstaunen notiert, daß jeder Satz, wie er ihn zufällig niederschreibe, auch schon vollkommen sei - was der einfachen Wahrheit entspricht.;
214;Kafka war nicht bescheiden, sondern demütig.;
215;Um wenigstens im Entwurf Mitbürger einer solchen, von allem blutigen Spuk und mörderischen Zauber befreiten Welt zu werden, - wie er sie versuchsweise in Amerika, dem happy end von Amerika zu beschreiben suchte - mußte er notwendigerweise die Zerstörung der gegenwärtigen Welt antizipieren.;
216;Seine Romane sind eine solche antizipierte Destruktion, durch deren Ruinen er das erhabene Bild des Menschen als eines Modells des guten Willens trägt, der wahrhaft Berge versetzen kann und Welten erbauen, der die Zerstörung aller Fehlkonstruktionen und die Trümmer aller Ruinen ertragen kann, weil ihm die Götter, wenn er nur guten Willens ist, ein unzerstörbares Herz gegeben haben.;
217;Und da diese Kafkaschen Helden nicht wirkliche Personen sind, mit denen es hybrid wäre sich zu identifizieren, da sie nur Modelle sind und belassen in Anonymität, auch wenn sie bei Namen genannt werden, scheint es uns, als sei jeder von uns angerufen und aufgerufen.;
218;Denn dieser, der guten Willens ist, kann irgendeiner sein und jedermann, vielleicht sogar du und ich.     ;
219;Je größer die militärischen Niederlagen der deutschen Armee im Felde werden, desto stärker macht sich der Sieg der politischen Kriegführung der Nazis, die sehr zu Unrecht oft mit bloßer Propaganda identifiziert wird, geltend.;
